corpus_id,title,author,first_publication_year,genre,corpus_status,market_status,date_status,apparition_class,ghost_role,mediating_object,haunting_site,ontological_certainty,outlier_flag,source_id,source_container,source_url,boundary_method,word_count,sha256,local_text_file,notes,corpus_layer,recovery_priority,gender_inference_status,publication_route,digitization_route,inclusion_rationale,credited_author,compiler_editor,translator_reteller,oral_source_or_informant,source_community_or_tradition,author_gender,author_geography,colonial_relation,original_language,pseudonym_or_collaboration,attribution_certainty,text_quality_status,screening_version,version_action
BGH259,The Sheep Farmer's Story,Catherine Crowe,1859,family legend,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG39485,PG39485.txt,https://www.gutenberg.org/ebooks/39485,verified title heading to next autonomous-work heading,5906,97772800b0ff8ba0fc61fc2d25eb51e8c7d133247de480e43f5d12ff8ae04056,texts/BGH259_Catherine_Crowe_The_Sheep_Farmer_s_Story.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,London single-author testimony/legend collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Catherine Crowe,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH260,My Friend's Story,Catherine Crowe,1859,family legend,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG39485,PG39485.txt,https://www.gutenberg.org/ebooks/39485,verified title heading to next autonomous-work heading,2521,38f90b8bf29fb7e3af7359493f6885636075c20b98fb78ddcd212cbf2c2e32fa,texts/BGH260_Catherine_Crowe_My_Friend_s_Story.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,London single-author testimony/legend collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Catherine Crowe,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH261,David Garth's Night-Watch,Mrs. Henry Wood,,short story,provisional_bibliography,confirmed British/Irish/colonial venue,author died 1887; exact first periodical appearance to verify,crisis apparition,uncoded,uncoded,uncoded,testimony-framed,No—reassess during coding,PG40915,PG40915.txt,https://www.gutenberg.org/ebooks/40915,verified title heading to next autonomous-work heading,9489,bf3b5d4569c21c5daf94cde9c115672e3b04fb17320b0373f0ada4f1223787f1,texts/BGH261_Mrs_Henry_Wood_David_Garth_s_Night_Watch.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Johnny Ludlow collection; earlier periodical appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Mrs. Henry Wood,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH262,David Garth's Ghost,Mrs. Henry Wood,,short story,provisional_bibliography,confirmed British/Irish/colonial venue,author died 1887; exact first periodical appearance to verify,apparent ghost/hoax,uncoded,uncoded,uncoded,hoax,No—reassess during coding,PG40915,PG40915.txt,https://www.gutenberg.org/ebooks/40915,verified title heading to next autonomous-work heading,8862,44778fee41eb757e08727394b6c9472aec9fa4eb0c287d6656385c3655ea9e88,texts/BGH262_Mrs_Henry_Wood_David_Garth_s_Ghost.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Johnny Ludlow collection; earlier periodical appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Mrs. Henry Wood,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH263,Seen in the Moonlight,Mrs. Henry Wood,,short story,provisional_bibliography,confirmed British/Irish/colonial venue,author died 1887; exact first periodical appearance to verify,death-warning apparition,uncoded,uncoded,uncoded,testimony-framed,No—reassess during coding,PG40928,PG40928.txt,https://www.gutenberg.org/ebooks/40928,verified title heading to next autonomous-work heading,8691,c65bb7d6119dfa39379cb6bd6bfe6cfdea3c4890819265a22d01d6cd6a92b736,texts/BGH263_Mrs_Henry_Wood_Seen_in_the_Moonlight.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Johnny Ludlow collection; earlier periodical appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Mrs. Henry Wood,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH264,Crabb Ravine,Mrs. Henry Wood,,short story,provisional_bibliography,confirmed British/Irish/colonial venue,author died 1887; exact first periodical appearance to verify,apparent ghost/light/hoax,uncoded,uncoded,uncoded,hoax,No—reassess during coding,PG40936,PG40936.txt,https://www.gutenberg.org/ebooks/40936,verified title heading to next autonomous-work heading,17025,05526fb2d119c69b5c6946e80e13c73e5100cd30c45a63796b743a79e183a67a,texts/BGH264_Mrs_Henry_Wood_Crabb_Ravine.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Johnny Ludlow collection; earlier periodical appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Mrs. Henry Wood,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH265,Charlotte and Charlotte,Mrs. Henry Wood,,short story,provisional_bibliography,confirmed British/Irish/colonial venue,author died 1887; exact first periodical appearance to verify,returning dead man,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG40936,PG40936.txt,https://www.gutenberg.org/ebooks/40936,verified title heading to next autonomous-work heading,8730,2d0d018118fc5f255c7174af008dfabfdb1c3a65d254f5a62b7298fc6548b8de,texts/BGH265_Mrs_Henry_Wood_Charlotte_and_Charlotte.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Johnny Ludlow collection; earlier periodical appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Mrs. Henry Wood,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH266,The Angels' Music,Mrs. Henry Wood,,short story,provisional_bibliography,confirmed British/Irish/colonial venue,author died 1887; exact first periodical appearance to verify,apparent ghost/mistaken identity,uncoded,uncoded,uncoded,hoax,No—reassess during coding,PG40936,PG40936.txt,https://www.gutenberg.org/ebooks/40936,manual verified narrative boundary,7488,5a4422d4a782598900dcc29e55bdebf9b6a2cc4286b241fd806568dbdc5368f0,texts/BGH266_Mrs_Henry_Wood_The_Angels_Music.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Johnny Ludlow collection; earlier periodical appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Mrs. Henry Wood,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH267,A Curious Experience,Mrs. Henry Wood,,short story,provisional_bibliography,confirmed British/Irish/colonial venue,author died 1887; exact first periodical appearance to verify,haunted-room presence,uncoded,uncoded,uncoded,ambiguous,No—reassess during coding,PG40940,PG40940.txt,https://www.gutenberg.org/ebooks/40940,verified title heading to next autonomous-work heading,7990,b8f9bc1589c97c6ad6f7e3b757e773e884e07bc6dc72a30ca306b147881c5ad6,texts/BGH267_Mrs_Henry_Wood_A_Curious_Experience.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Johnny Ludlow collection; earlier periodical appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Mrs. Henry Wood,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH268,The Invisible Tenants of Rushmere,Florence Marryat,1883,short story,provisional_bibliography,verify original British-market appearance,1883 collection publication; earlier appearance to verify,haunting spirits,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG76950,PG76950.txt,https://www.gutenberg.org/ebooks/76950,manual verified narrative boundary,11117,1d19292039f91ff2b91f18cc31127c5831004d6cfc8c1a955993c11c11bf1175,texts/BGH268_Florence_Marryat_The_Invisible_Tenants_of_Rushmere.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Leipzig Tauchnitz collection; British-market appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Florence Marryat,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH269,Little White Souls,Florence Marryat,1883,short story,provisional_bibliography,verify original British-market appearance,1883 collection publication; earlier appearance to verify,woman and child ghosts,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG76950,PG76950.txt,https://www.gutenberg.org/ebooks/76950,manual verified narrative boundary,10077,0b202804d2cee4ffb91f5296bd1d64cd87d5eb27829812a753066921628645c1,texts/BGH269_Florence_Marryat_Little_White_Souls.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Leipzig Tauchnitz collection; British-market appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Florence Marryat,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH270,A Midsummer's Nightmare,Florence Marryat,1883,short story,provisional_bibliography,verify original British-market appearance,1883 collection publication; earlier appearance to verify,repeating spectral tragedy,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG76950,PG76950.txt,https://www.gutenberg.org/ebooks/76950,manual verified narrative boundary,6492,1a8c4b7cf6fae2f948c81f0a12004d8e987660b007d0e43fa85153bfe609c3ad,texts/BGH270_Florence_Marryat_A_Midsummer_s_Nightmare.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Leipzig Tauchnitz collection; British-market appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Florence Marryat,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH271,At Home,Christina Rossetti,1862,poem,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,dead speaker/observer,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG16950,PG16950.txt,https://www.gutenberg.org/ebooks/16950,verified title heading to next autonomous-work heading,199,c09379cbe5a4a0f3591c41980f6aa242818cacba0a576deb0cf97b717f9e4115,texts/BGH271_Christina_Rossetti_At_Home.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,single-author British-market book or collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Christina Rossetti,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH272,The Hour and the Ghost,Christina Rossetti,1862,poem,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,speaking ghost,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG16950,PG16950.txt,https://www.gutenberg.org/ebooks/16950,verified title heading to next autonomous-work heading,356,c3ed23444fb483b34f8581703321bb10539b4e647ce3c7614fc60449fc0115f3,texts/BGH272_Christina_Rossetti_The_Hour_and_the_Ghost.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,single-author British-market book or collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Christina Rossetti,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH273,The Poor Ghost,Christina Rossetti,1866,poem,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,speaking ghost,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG16950,PG16950.txt,https://www.gutenberg.org/ebooks/16950,verified title heading to next autonomous-work heading,302,5a338d4b4d4f4d1131ff05b285ee1a760f21efd257a8b4cfecdb19494d03dff7,texts/BGH273_Christina_Rossetti_The_Poor_Ghost.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,single-author British-market book or collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Christina Rossetti,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH274,The Ghost's Petition,Christina Rossetti,1866,poem,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,petitioning ghost,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG16950,PG16950.txt,https://www.gutenberg.org/ebooks/16950,verified title heading to next autonomous-work heading,565,96c4727b9d1c10e4dcd81d2954b12aca605b435625fc4d77e4d1ed3e81f403ef,texts/BGH274_Christina_Rossetti_The_Ghost_s_Petition.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,single-author British-market book or collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Christina Rossetti,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH275,The Ghost,E. Nesbit,1892,poem,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,speaking ghost,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG41693,PG41693.txt,https://www.gutenberg.org/ebooks/41693,verified title heading to next autonomous-work heading,207,98a4157f3f3a645086d9f97779e84dda1e47e403516ea802ee18a9aee6138f39,texts/BGH275_E_Nesbit_The_Ghost.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,single-author British-market book or collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,E. Nesbit,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH276,The Ghost Bereft,E. Nesbit,1898,poem,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,returning bereaved ghost,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG50162,PG50162.txt,https://www.gutenberg.org/ebooks/50162,verified title heading to next autonomous-work heading,476,43ee8a04aedf33a043ea28e7cc77232c32fa3caff89dc08793d46add239becb2,texts/BGH276_E_Nesbit_The_Ghost_Bereft.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,single-author British-market book or collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,E. Nesbit,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH277,Haunted,E. Nesbit,1898,poem,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,collective maternal ghosts,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG50162,PG50162.txt,https://www.gutenberg.org/ebooks/50162,verified title heading to next autonomous-work heading,134,7d6f9a72e408143222cec940958bd77bc56b435fc30d800e3b1f998ac9001712,texts/BGH277_E_Nesbit_Haunted.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,single-author British-market book or collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,E. Nesbit,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH278,A Spirit's Return,Felicia Hemans,1830,poem,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,returning beloved ghost,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG66785,PG66785.txt,https://www.gutenberg.org/ebooks/66785,verified title heading to next autonomous-work heading,2748,a3605665b5fdc4cd8836034745278a48a4f2cb9d98dd0b99be56ed9702c8d387,texts/BGH278_Felicia_Hemans_A_Spirit_s_Return.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,single-author British-market book or collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Felicia Hemans,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH279,The Haunted House,Felicia Hemans,,poem,provisional_bibliography,confirmed British/Irish/colonial venue,published by 1835 (author death); exact first appearance to verify,collective family ghosts,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG66785,PG66785.txt,https://www.gutenberg.org/ebooks/66785,verified title heading to next autonomous-work heading,447,aec053ea19459f01a6cea21542792af42993b55d3fd23b9b99f5ee73c01aa80a,texts/BGH279_Felicia_Hemans_The_Haunted_House.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,single-author British-market book or collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Felicia Hemans,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH280,Old Spookses' Pass,Isabella Valancy Crawford,1884,poem,confirmed_textual_fit,confirmed Canadian colonial venue,confirmed,spectral pass/ghost encounter,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG6815,PG6815.txt,https://www.gutenberg.org/ebooks/6815,verified title heading to next autonomous-work heading,5769,f7356b42c37b29ab5ee360b5b1c10d9cc56b40efa5d7b3f8c5b28e084f3f194b,texts/BGH280_Isabella_Valancy_Crawford_Old_Spookses_Pass.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,Canadian colonial poetry collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Isabella Valancy Crawford,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH281,Cecilia de Noël,Lanoe Falconer,1891,novel,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,household apparition,uncoded,uncoded,uncoded,ambiguous,No—reassess during coding,PG15258,PG15258.txt,https://www.gutenberg.org/ebooks/15258,manual verified narrative boundary,32786,e0297b772f60800d6f0bc5b409f71dd0ca1b72751bd4ff9db485d35188d82947,texts/BGH281_Lanoe_Falconer_Cecilia_de_No_l.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,London novel; 1910 source edition,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Lanoe Falconer,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH282,The Flaw in the Crystal,May Sinclair,1912,novella,provisional_bibliography,verify original British-market appearance,confirmed,psychical apparition/haunting,uncoded,uncoded,uncoded,ambiguous,No—reassess during coding,PG28615,PG28615.txt,https://www.gutenberg.org/ebooks/28615,manual verified narrative boundary,22054,8ff0df63d8eec960641e5e29ef69b1e5e3ab845e8b073eb3811c6af0ae5c1edc,texts/BGH282_May_Sinclair_The_Flaw_in_the_Crystal.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,1912 book publication; British edition/venue to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,May Sinclair,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH283,The Story of Salome,Amelia B. Edwards,1890,short story,provisional_bibliography,verify original British-market first appearance,1890 collection publication; earlier appearance to verify,returning dead woman,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG37707,PG37707.txt,https://www.gutenberg.org/ebooks/37707,verified title heading to next autonomous-work heading,7886,9623d7160d7cf9dbd215009d7f0cece9c7151146d1c92ea1ba6dea679244505c,texts/BGH283_Amelia_B_Edwards_The_Story_of_Salome.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,New York collection surrogate; British first appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Amelia B. Edwards,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH284,Sister Johanna's Story,Amelia B. Edwards,1890,short story,provisional_bibliography,verify original British-market first appearance,1890 collection publication; earlier appearance to verify,crisis apparition of the dead,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG37707,PG37707.txt,https://www.gutenberg.org/ebooks/37707,verified title heading to next autonomous-work heading,5530,48d9b046fd07952f10e2fcb93ce2a5c0ff83b2e773d88e862ff744cb2ce7829f,texts/BGH284_Amelia_B_Edwards_Sister_Johanna_s_Story.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,New York collection surrogate; British first appearance to verify,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Amelia B. Edwards,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH285,The Legend of Madame Krasinska,Vernon Lee,1892,short story,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,postmortem apparition/legend,uncoded,uncoded,uncoded,confirmed,No—reassess during coding,PG34252,PG34252.txt,https://www.gutenberg.org/ebooks/34252,manual verified narrative boundary,9584,dc3081eefa0876b718324397336a3377f24056a17efb6ad8dbf9ae6b9362b3c5,texts/BGH285_Vernon_Lee_The_Legend_of_Madame_Krasinska.txt,"Gender Recovery Expansion. Full-text screened against the established entity exclusions; source URL identifies the digital surrogate, while the qualifying original publication citation remains a separate MLA task.",gender_recovery_expansion,P0 screened recovery,woman; public author identity; authority record still recommended,London Heinemann collection,Project Gutenberg full-text surrogate,Women-authored ghost work recovered through targeted collection-level search.,Vernon Lee,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH286,Walnut-Tree House,Charlotte Riddell,1882,short fiction,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,haunted-house revenant / returning dead,central haunting agent or revealer of concealed history,"house, room, waterway, document, or inherited property",house / estate / river landscape,supernatural or strongly supernaturalized,,RIDDELL_1,Original public-domain scan; see Riddell acquisition ledger,https://upload.wikimedia.org/wikipedia/commons/2/21/Weird_Stories.pdf,PDF 16-62,9575,94ea73f14ae139c40d438c9fc892c68549d58517b69153da88f6f36962ebf105,texts/BGH286_Charlotte_Riddell_Walnut_Tree_House.txt,Ghost-agent fit confirmed; OCR is suitable for exploratory analysis but requires scan-checking before close quotation.,v0.3_diversity_screened_expansion,P0 diversity recovery,woman; public author identity; authority record still recommended,"London single-author book, collection, or Christmas annual",Wikimedia Commons scan; local OCR extraction,A perceptible or materially effective dead-returning agent is narratively central.,Charlotte Riddell,,,,,woman,Irish-born; British literary market,Irish-born author publishing through London firms,English,Published as Mrs. J. H. Riddell / Charlotte Riddell,credited author verified,OCR draft; proofreading against scan required before quotation,v0.3 G1/G2/G3 strict screen,added in v0.3
BGH287,The Open Door,Charlotte Riddell,1882,short fiction,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,haunted-house revenant / returning dead,central haunting agent or revealer of concealed history,"house, room, waterway, document, or inherited property",house / estate / river landscape,supernatural or strongly supernaturalized,,RIDDELL_2,Original public-domain scan; see Riddell acquisition ledger,https://upload.wikimedia.org/wikipedia/commons/2/21/Weird_Stories.pdf,PDF 63-118,12476,1b51017e552be4e3d93a5e8d12c9327c8f5344eee579370b31fd2a92542b5f2d,texts/BGH287_Charlotte_Riddell_The_Open_Door.txt,Ghost-agent fit confirmed; OCR is suitable for exploratory analysis but requires scan-checking before close quotation.,v0.3_diversity_screened_expansion,P0 diversity recovery,woman; public author identity; authority record still recommended,"London single-author book, collection, or Christmas annual",Wikimedia Commons scan; local OCR extraction,A perceptible or materially effective dead-returning agent is narratively central.,Charlotte Riddell,,,,,woman,Irish-born; British literary market,Irish-born author publishing through London firms,English,Published as Mrs. J. H. Riddell / Charlotte Riddell,credited author verified,OCR draft; proofreading against scan required before quotation,v0.3 G1/G2/G3 strict screen,added in v0.3
